ID,Quadrant,Teilquadrant,Ortsnummer,Ortsbuchstaben,Ortsname,Kreis,Land,I,II,III,IV,comment,RES_1st_run,Ortsname_old,Stadt.oder.Gemeinde.oder.Landkreis,x,y,res,prev,x_new,y_new,cor,cor.Lvl.4,final_check
969,139,27,4,dr,Bischofsheim,Hanau,Hessen-Nassau,j,j,j,j,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,486132.9853,5555415.588,found,,999
959,139,25,3,cd,Fischbach,Main-Taunuskreis,Hessen-Nassau,j,j,j,j,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,458898.8203,5555511.501,found,,999
753,138,27,7,al,Biebernheim,St. Goar,Rheinprovinz,j,j,j,j,NA,detected,,,407527.7695,5555888.13,detected,,407527.7695,5555888.13,,,hand_corrected
960,139,25,5,cd,Neuenhain,Main-Taunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,,999,999,not an unique name,prev. not unique,464368.4967,5556117.053,found,,999
750,138,27,2,cu,Sankt Goar,St. Goar,Rheinprovinz,j,j,NA,NA,NA,not detected,St. Goar,Rhein-Hunsr<fc>ck,99999,99999,not detected,NANA,408000.09,5556262,f,,cleaned
981,139,30,5,ad,Bieber,Gelnhausen,Hessen-Nassau,j,NA,NA,j,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,523378.9158,5556416.16,found,,999
980,139,30,1,bl,Gro<df>enhausen,Gelnhausen,Hessen-Nassau,j,j,NA,NA,NA,not detected,Gro<df>enhausen,Linsengericht,99999,99999,not detected,NANA,513687.41,5556593.21,f,,999
975,139,29,3,bl,Neuenha<df>lau,Gelnhausen,Hessen-Nassau,j,j,j,j,NA,not detected,Neuenha<df>lau,Hasselroth,99999,99999,not detected,NANA,506288.32,5556625.65,f,,999
768,138,30,4,b,K<f6>nigshofen,Main-Taunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,,448956.7901,5556631.538,detected,,448956.7901,5556631.538,,,999
949,139,22,25,cl,Langendiebach,Hanau,Hessen-Nassau,j,j,NA,NA,NA,detected,,,498478.665,5556776.499,detected,,498478.665,5556776.499,,,999
764,138,29,3,b,Born,Untertaunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,,435928.4326,5556783.357,detected,,435928.4326,5556783.357,,,999
751,138,27,2,do,Patersberg,St. Goarshausen,Hessen-Nassau,j,j,j,NA,NA,detected,,,409573.18,5556820.613,detected,,409573.18,5556820.613,,,999
760,138,28,3,ac,Zorn,Untertaunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,,422635.9659,5556970.858,detected,,422635.9659,5556970.858,,,999
926,139,18,21,bl,Breitenborn,Gelnhausen,Hessen-Nassau,j,j,j,j,NA,detected,,,518505.3759,5556986.312,detected,,518505.3759,5556986.312,,,999
948,139,22,21,du,Wachenbuchen,Hanau,Hessen-Nassau,j,j,j,j,NA,detected,,,489644.4683,5557286.689,detected,,489644.4683,5557286.689,,,999
745,138,23,21,cu,Kemel,Untertaunuskreis,Hessen-Nassau,NA,NA,j,NA,NA,detected,,,429772.1494,5557461.426,detected,,429772.1494,5557461.426,,,999
746,138,23,25,c,Wingsbach,Untertaunuskreis,Hessen-Nassau,j,j,NA,NA,NA,detected,,,439215.7184,5557512.131,detected,,439215.7184,5557512.131,,,999
752,138,27,5,ao,Niederwallmenach,St. Goarshausen,Hessen-Nassau,j,j,j,j,NA,detected,,,415130.5653,5557630.035,detected,,415130.5653,5557630.035,,,999
957,139,24,22,c,Geislitz,Gelnhausen,Hessen-Nassau,NA,NA,j,j,NA,detected,,,515275.0118,5557709.918,detected,,515275.0118,5557709.918,,,999
749,138,24,22,co,Neuhof,Untertaunuskreis,Hessen-Nassau,j,j,j,j,NA,multiple entires detected,,,999,999,multiple entires detected,,443783.6478,5557873.414,found,,999
740,138,22,21,cu,Lautert,St. Goarshausen,Hessen-Nassau,j,j,j,NA,NA,detected,,,417027.6738,5557889.303,detected,,417027.6738,5557889.303,,,999
955,139,23,22,al,Langenselbold,Hanau,Hessen-Nassau,j,j,j,j,NA,detected,,,502592.0702,5558066.691,detected,,502592.0702,5558066.691,,,999
958,139,24,24,a,Lanzingen,Gelnhausen,Hessen-Nassau,NA,NA,j,NA,NA,detected,,,520085.3609,5558470.849,detected,,520085.3609,5558470.849,,,999
737,138,21,21,do,Wellmich,St. Goarshausen,Hessen-Nassau,j,j,j,NA,NA,not detected,Wellmich,Sankt Goarshausen,99999,99999,not detected,NANA,406640.92,5558506.29,f,,999
942,139,21,18,cu,Bad-Vilbel,Friedberg,Hessen,j,j,j,j,NA,not detected,Bad Vilbel,Wetterau,99999,99999,not detected,NANA,481400.05,5558936.41,f,,999
741,138,22,22,br,Niedermeilingen,Untertaunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,,421589.1744,5559143.598,detected,,421589.1744,5559143.598,,,999
748,138,24,19,dl,Oberseelbach,Untertaunuskreis,Hessen-Nassau,j,NA,NA,NA,NA,detected,,,449835.5894,5559681.092,detected,,449835.5894,5559681.092,,,999
941,139,21,17,dl,Massenheim,Friedberg,Hessen,j,NA,NA,NA,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,480127.4727,5560015.584,found,,999
929,139,19,20,cl,Falkenstein,Obertaunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,,462781.3617,5560030.756,detected,,462781.3617,5560030.756,,,999
943,139,21,19,ac,Gronau,Hanau,Hessen-Nassau,j,NA,NA,NA,NA,multiple entires detected,,,999,999,multiple entires detected,,484339.4175,5560157.193,found,,999
947,139,22,18,bd,Niederissigheim,Hanau,Hessen-Nassau,j,j,j,j,NA,detected,,,494789.4843,5560303.492,detected,,494789.4843,5560303.492,,,999
944,139,21,20,a,Oberdorfelden,Hanau,Hessen-Nassau,NA,NA,j,j,NA,detected,,,487402.5804,5560571.581,detected,,487402.5804,5560571.581,,,999
932,139,20,18,bo,Bommersheim,Obertaunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,,470651.0771,5560604.228,detected,,470651.0771,5560604.228,,,999
744,138,23,18,b,Breithardt,Untertaunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,,435569.1948,5560746.472,detected,,435569.1948,5560746.472,,,999
954,139,23,19,al,Rothenbergen,Gelnhausen,Hessen-Nassau,j,j,j,j,NA,detected,,,508007.6711,5560851.788,detected,,508007.6711,5560851.788,,,999
938,139,21,11,cu,Nieder-Eschbach,Friedberg,Hessen,j,j,j,j,NA,not detected,Nieder Eschbach,,476704.8793,5560874.505,detected,,476704.8793,5560874.505,,,999
1049,140,19,15,c,Burgjo<df>,Gelnhausen,Hessen-Nassau,NA,NA,NA,j,NA,not detected,Burgjo<df>,Jossgrund,99999,99999,not detected,NANA,534314.16,5561517.89,f,,999
939,139,21,13,cd,Dortelweil,Friedberg,Hessen,j,j,j,j,NA,detected,,,482260.2639,5561698.13,detected,,482260.2639,5561698.13,,,999
747,138,24,11,au,Niederlibbach,Untertaunuskreis,Hessen-Nassau,NA,NA,NA,j,NA,detected,,,440860.0993,5562152.899,detected,,440860.0993,5562152.899,,,999
931,139,20,10,cu,Ober-Eschbach,Friedberg,Hessen,j,j,j,j,NA,not detected,Ober Eschbach,,474985.3129,5562494.573,detected,,474985.3129,5562494.573,,,999
940,139,21,14,ab,Rendel,Friedberg,Hessen,j,j,j,j,NA,detected,,,485024.1223,5562501.316,detected,,485024.1223,5562501.316,,,999
739,138,22,15,ar,Laufenselden,Untertaunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,,428294.5674,5562841.201,detected,,428294.5674,5562841.201,,,999
735,138,21,11,b,Dahlheim,St. Goarshausen,Hessen-Nassau,NA,NA,j,NA,NA,detected,,,406793.5144,5562929.827,detected,,406793.5144,5562929.827,,,999
736,138,21,13,b,Himmighofen,St. Goarshausen,Hessen-Nassau,j,j,j,j,NA,detected,,,411932.7012,5562964.596,detected,,411932.7012,5562964.596,,,999
946,139,22,10,c,Mark<f6>bel,Hanau,Hessen-Nassau,j,j,j,j,NA,detected,,,498908.5489,5563303.145,detected,,498908.5489,5563303.145,,,999
956,139,24,8,do,Wirtheim,Gelnhausen,Hessen-Nassau,NA,NA,j,NA,NA,detected,,,518640.1046,5563380.175,detected,,518640.1046,5563380.175,,,999
936,139,21,6,ad,Ober-Erlenbach,Friedberg,Hessen,j,j,j,j,NA,not detected,Ober Erlenbach,,477324.0372,5563807.257,detected,,477324.0372,5563807.257,,,999
930,139,20,8,al,Oberstedten,Obertaunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,,469649.3429,5563923.358,detected,,469649.3429,5563923.358,,,999
928,139,19,7,au,Kr<f6>ftel,Untertaunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,,455647.1881,5563988.359,detected,,455647.1881,5563988.359,,,999
743,138,23,9,ar,Hennethal,Untertaunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,,437232.5746,5564385.136,detected,,437232.5746,5564385.136,,,999
937,139,21,8,a,Kloppenheim,Friedberg,Hessen,j,j,j,NA,NA,multiple entires detected,,,999,999,multiple entires detected,,481891.379,5564434.644,found,,999
734,138,21,10,ab,Miehlen,St. Goarshausen,Hessen-Nassau,j,j,j,j,NA,detected,,,416589.1853,5564546.599,detected,,416589.1853,5564546.599,,,999
950,139,23,1,cl,Langen-Bergheim,B<fc>dingen,Hessen,j,j,j,j,NA,not detected,Langenbergheim,,499857.3645,5564715.135,detected,,499857.3645,5564715.135,,,999
953,139,23,7,ao,Altwiedermus,B<fc>dingen,Hessen,j,j,j,NA,NA,detected,,,503737.0098,5564772.041,detected,,503737.0098,5564772.041,,,999
952,139,23,5,dl,Gettenbach,Gelnhausen,Hessen-Nassau,j,j,NA,NA,NA,detected,,,511053.7599,5564960.124,detected,,511053.7599,5564960.124,,,999
935,139,21,3,dr,Gro<df> Karben,Friedberg,Hessen,j,j,j,j,NA,detected,,,483726.2893,5565062.494,detected,,483726.2893,5565062.494,,,999
945,139,22,1,d,Heldenbergen,Friedberg,Hessen,j,j,j,j,NA,detected,,,490372.793,5565101.895,detected,,490372.793,5565101.895,,,999
1048,140,19,5,co,Mernes,Gelnhausen,Hessen-Nassau,NA,NA,j,j,NA,detected,,,534071.9042,5565391.409,detected,,534071.9042,5565391.409,,,999
1050,140,20,3,dl,Jossa,Schl<fc>chtern,Hessen-Nassau,j,j,j,j,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,541980.4857,5565403.515,found,,999
951,139,23,4,bd,Hain-Gr<fc>ndau,B<fc>dingen,Hessen,j,NA,NA,NA,NA,not detected,Haingr<fc>ndau,,510075.5912,5565569.722,detected,,510075.5912,5565569.722,,,999
933,139,21,2,ar,Petterweil,Friedberg,Hessen,j,j,j,j,NA,detected,,,479670.4781,5565576.816,detected,,479670.4781,5565576.816,,,999
927,139,19,3,bd,Niederreifenberg,Main-Taunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,,459107.6195,5565939.886,detected,,459107.6195,5565939.886,,,999
738,138,22,2,ad,Obertiefenbach,St. Goarshausen,Hessen-Nassau,j,j,j,NA,NA,detected,,,999,999,not an unique name,prev. not unique,420760.4279,5566306.638,found (Sankt Goarshausen liegt im ehemaligen Landkreis Unterlahn (wie bei Wenker),,999
934,139,21,3,bo,Okarben,Friedberg,Hessen,j,j,j,j,NA,detected,,,482660.9802,5566411.264,detected,,482660.9802,5566411.264,,,999
742,138,23,3,br,Daisbach,Untertaunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,,436339.3827,5566642.049,detected,,436339.3827,5566642.049,,,999
906,139,16,21,cl,Kaichen,Friedberg,Hessen,j,j,j,j,NA,detected,,,488394.31,5566940.478,detected,,488394.31,5566940.478,,,999
918,139,17,21,d,Eckartshausen,B<fc>dingen,Hessen,j,j,j,NA,NA,detected,,,501618.2317,5566950.284,detected,,501618.2317,5566950.284,,,999
733,138,21,3,b,Niederbachheim,St. Goarshausen,Hessen-Nassau,j,j,j,j,NA,not detected,Niederbachheim,Rhein-Lahn,99999,99999,not detected,NANA,411926.05,5566956.43,f,,999
920,139,17,23,cl,Diebach,B<fc>dingen,Hessen,j,j,j,j,NA,detected,,,559955.2079,5553110.364,detected,,505167.66,5567088.87,false detected,found,999
887,139,13,21,do,Niederems,Usingen,Hessen-Nassau,j,j,NA,NA,NA,detected,,,454476.4865,5567222.941,detected,,454476.4865,5567222.941,,,999
919,139,17,23,bd,Vonhausen,B<fc>dingen,Hessen,j,j,j,j,NA,detected,,,507370.6888,5567288.72,detected,,507370.6888,5567288.72,,,999
1043,140,14,21,ac,Marjo<df>,Schl<fc>chtern,Hessen-Nassau,j,j,j,j,NA,not detected,Marjo<df>,Steinau an der Stra<df>e,99999,99999,not detected,NANA,536764.57,5567427.29,f,,999
897,139,15,24,bd,Burg-Gr<e4>fenrode,Friedberg,Hessen,j,j,j,j,NA,detected,,,485522.7988,5567459.002,detected,,485522.7988,5567459.002,,,999
917,139,17,21,al,Himbach,B<fc>dingen,Hessen,j,j,j,j,NA,not detected,Himbach,Limeshain,99999,99999,not detected,NANA,499787.77,5567586.99,f,,999
907,139,16,24,br,Rommelhausen,B<fc>dingen,Hessen,j,j,j,j,NA,detected,,,497818.8919,5567673.218,detected,,497818.8919,5567673.218,,,999
725,138,16,21,dr,Lollschied,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,,419462.2485,5567705.173,detected,,419462.2485,5567705.173,,,999
1047,140,15,21,a,Zeitlofs,BA. Br<fc>ckenau,BegBez. Unterfranken (Bayern),j,j,j,j,NA,detected,,,547963.6978,5567789.281,detected,,547963.6978,5567789.281,,,999
729,138,17,20,cu,Ketternschwalbach,Untertaunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,,439610.4349,5568360.848,detected,,439610.4349,5568360.848,,,999
1039,140,13,18,dl,Alsberg,Gelnhausen,Hessen-Nassau,j,j,j,j,NA,detected,,,530573.6183,5568561.361,detected,,530573.6183,5568561.361,,,999
901,139,16,16,dr,Erbstadt,Hanau,Hessen-Nassau,j,NA,NA,NA,NA,detected,,,490329.232,5568593.333,detected,,490329.232,5568593.333,,,999
905,139,16,20,dl,Hainchen,B<fc>dingen,Hessen,j,j,j,j,NA,detected,,,499686.4331,5568629.01,detected,,499686.4331,5568629.01,,,999
916,139,17,18,dl,Lorbach,B<fc>dingen,Hessen,j,j,NA,NA,NA,detected,,,506684.4659,5568799.994,detected,,506684.4659,5568799.994,,,999
732,138,18,19,cl,Walsdorf,Untertaunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,,448596.2223,5568833.37,detected,,448596.2223,5568833.37,,,999
1042,140,14,18,dr,Neuengronau,Schl<fc>chtern,Hessen-Nassau,j,j,j,NA,NA,detected,,,543036.6434,5568836.788,detected,,543036.6434,5568836.788,,,999
886,139,13,17,co,Reichenbach,Usingen,Hessen-Nassau,j,j,j,NA,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,455433.2339,5569094.045,found,,999
904,139,16,19,ac,Oberau,B<fc>dingen,Hessen,j,j,j,j,NA,detected,,,496479.838,5569141.641,detected,,496479.838,5569141.641,,,999
891,139,14,20,ac,K<f6>ppern,Obertaunuskreis,Hessen-Nassau,j,j,j,j,NA,detected,,,474896.3986,5569344.382,detected,,474896.3986,5569344.382,,,999
724,138,16,19,bd,Klingelbach,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,not detected,Klingelbach,Rhein-Lahn,99999,99999,not detected,NANA,426637.87,5569774.62,f,,999
722,138,16,16,ac,Singhofen,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,,417093.1724,5569865.787,detected,,417093.1724,5569865.787,,,999
723,138,16,18,b,Herold,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,not detected,Herold,Rhein-Lahn,99999,99999,not detected,NANA,423928.24,5570012.75,f,,999
925,139,18,13,d,Wittgenborn,Gelnhausen,Hessen-Nassau,j,j,j,NA,NA,detected,,,518844.3449,5570152.404,detected,,518844.3449,5570152.404,,,999
914,139,17,12,dr,Orleshausen,B<fc>dingen,Hessen,j,j,j,j,NA,detected,,,504830.111,5570465.833,detected,,504830.111,5570465.833,,,999
1038,140,13,14,ad,Seidenroth,Schl<fc>chtern,Hessen-Nassau,j,j,j,j,NA,detected,,,532371.5214,5570584.619,detected,,532371.5214,5570584.619,,,999
716,138,15,18,ao,Schweighausen,Unterlahnkreis,Hessen-Nassau,j,NA,NA,NA,NA,detected,,,411076.6,5570652.723,detected,,411076.6,5570652.723,,,999
902,139,16,18,ao,Engelthal,B<fc>dingen,Hessen,j,j,j,NA,NA,detected,,,493410.7027,5570834.654,detected,,493410.7027,5570834.654,,,999
721,138,16,13,cr,K<f6>rdorf,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,,423153.4549,5571009.01,detected,,423153.4549,5571009.01,,,999
912,139,17,11,bd,D<fc>delsheim,B<fc>dingen,Hessen,j,j,j,j,NA,detected,,,501403.2571,5571153.199,detected,,501403.2571,5571153.199,,,999
915,139,17,14,cl,B<fc>dingen,B<fc>dingen,Hessen,j,j,j,j,NA,detected,,,999,999,not an unique name,prev. not unique,508177.3034,5571192.673,found,,999
890,139,14,11,ac,Neu-Anspach,Usingen,Hessen-Nassau,j,j,j,j,NA,not detected,Anspach,Neu-Anspach,99999,99999,not detected,NANA,465092.48,5571440.08,f,,999
903,139,16,18,du,H<f6>chst an der Nidder,B<fc>dingen,Hessen,j,j,j,j,NA,not detected,H<f6>chst,Altenstadt,99999,99999,not detected,NANA,465092.48,5571440.08,f,,999
913,139,17,12,br,B<fc>ches,B<fc>dingen,Hessen,j,j,j,NA,NA,detected,,,505142.5886,5571477.958,detected,,505142.5886,5571477.958,,,999
895,139,15,15,ao,Assenheim,Friedberg,Hessen,j,j,j,j,NA,detected,,,486809.014,5571591.939,detected,,486809.014,5571591.939,,,999
885,139,13,13,bo,Treisberg,Usingen,Hessen-Nassau,j,NA,NA,NA,NA,detected,,,459842.6765,5571671.951,detected,,459842.6765,5571671.951,,,999
715,138,15,12,ab,Becheln,St. Goarshausen,Hessen-Nassau,j,j,j,j,NA,detected,,,408726.3383,5571982.758,detected,,408726.3383,5571982.758,,,999
900,139,16,9,cr,Rodenbach,B<fc>dingen,Hessen,j,j,j,j,NA,multiple entires detected,,,999,999,multiple entires detected,,496681.2188,5572110.289,found,,999
1045,140,15,6,cu,Schwarzenfels,Schl<fc>chtern,Hessen-Nassau,NA,NA,j,j,NA,detected,,,548259.2591,5572128.67,detected,,548259.2591,5572128.67,,,999
731,138,18,11,bo,Ohren,Limburg,Hessen-Nassau,j,NA,NA,NA,NA,detected,,,442062.1771,5572247.813,detected,,442062.1771,5572247.813,,,999
894,139,15,9,dl,Bruchenbr<fc>cken,Friedberg,Hessen,j,j,j,j,NA,detected,,,485272.5795,5572329.843,detected,,485272.5795,5572329.843,,,999
893,139,15,6,d,Ober-Rosbach,Friedberg,Hessen,j,j,j,j,NA,not detected,Ober Rosberg v. d. H<f6>he,,477930.43,5572399.793,detected,,477930.43,5572399.793,,,999
728,138,17,8,dr,Kaltenholzhausen,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,,436109.9751,5572460.746,detected,,436109.9751,5572460.746,,,999
720,138,16,10,c,Sch<f6>nborn,Unterlahnkreis,Hessen-Nassau,j,j,j,NA,NA,detected,,,428575.8009,5572601.353,detected,,428575.8009,5572601.353,,,999
1041,140,14,8,bd,Weiperz,Schl<fc>chtern,Hessen-Nassau,j,j,j,j,NA,detected,,,542291.9066,5572856.102,detected,,542291.9066,5572856.102,,,999
911,139,17,8,ad,Wolf,B<fc>dingen,Hessen,j,j,j,j,NA,detected,,,506244.8521,5572969.094,detected,,506244.8521,5572969.094,,,999
713,138,15,8,c,Sulzbach,Unterlahnkreis,Hessen-Nassau,NA,NA,j,j,NA,detected,,,999,999,not an unique name,prev. not unique,411151.9005,5573020.374,found,,cleaned
714,138,15,9,c,Dienethal,Unterlahnkreis,Hessen-Nassau,j,NA,NA,NA,NA,detected,,,413013.6665,5573178.571,detected,,413013.6665,5573178.571,,,999
1044,140,15,6,a,Weichersbach,Schl<fc>chtern,Hessen-Nassau,NA,NA,j,j,NA,detected,,,547599.9741,5573368.13,detected,,547599.9741,5573368.13,,,999
910,139,17,7,bo,Aulendiebach,B<fc>dingen,Hessen,j,j,j,j,NA,not detected,Aulen-Diebach,,504556.8263,5573456.614,detected,,504556.8263,5573456.614,,,999
1046,140,15,7,br,Z<fc>ntersbach,Schl<fc>chtern,Hessen-Nassau,j,NA,NA,NA,NA,detected,,,551971.1044,5573487.019,detected,,551971.1044,5573487.019,,,999
719,138,16,7,ac,Seelbach,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,,999,999,not an unique name,prev. not unique,419744.75,5573568.67,not found (prabably “Seelbach (Nassau)”),found,999
924,139,18,6,bo,Rinderb<fc>gen,B<fc>dingen,Hessen,j,NA,NA,NA,NA,detected,,,513228.7829,5573571.233,detected,,513228.7829,5573571.233,,,999
889,139,14,6,b,Westerfeld,Usingen,Hessen-Nassau,NA,NA,j,NA,NA,detected,,,466201.589,5573617.998,detected,,466201.589,5573617.998,,,999
730,138,18,9,ab,Schwickershausen,Limburg,Hessen-Nassau,j,j,j,NA,NA,detected,,,450010.6286,5573712.599,detected,,450010.6286,5573712.599,,,999
712,138,15,6,a,Fr<fc>cht,St. Goarshausen,Hessen-Nassau,NA,NA,j,NA,NA,detected,,,405851.6455,5574201.797,detected,,405851.6455,5574201.797,,,999
898,139,16,1,d,Nieder-Florstadt,Friedberg,Hessen,NA,j,j,j,NA,not detected,Nieder Florstadt,,489948.1905,5574353.713,detected,,489948.1905,5574353.713,,,999
726,138,17,2,cr,Lohrheim,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,,432310.0327,5574420.629,detected,,432310.0327,5574420.629,,,999
923,139,18,3,ad,Streitberg,Gelnhausen,Hessen-Nassau,j,j,j,j,NA,detected,,,518287.6916,5574553.641,detected,,518287.6916,5574553.641,,,999
908,139,17,1,ad,Stockheim,B<fc>dingen,Hessen,NA,j,j,j,NA,multiple entires detected,,,999,999,multiple entires detected,,501266.82,5574571.86,corrupted,found,999
1037,140,13,1,bl,Katholisch-Willenroth,Gelnhausen,Hessen-Nassau,j,j,j,j,NA,not detected,Katholisch Willenroth,,525042.1817,5574803.641,detected,,525042.1817,5574803.641,,,999
718,138,16,4,co,Steinsberg,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,,424850.7446,5575132.806,detected,,424850.7446,5575132.806,,,999
909,139,17,2,ar,Bleichenbach,B<fc>dingen,Hessen,j,j,j,j,NA,detected,,,503423.655,5575134.742,detected,,503423.655,5575134.742,,,999
921,139,18,1,al,Michelau,B<fc>dingen,Hessen,j,NA,NA,NA,NA,detected,,,511822.59,5575169.064,detected,,511822.59,5575169.064,,,999
922,139,18,1,b,Wolferborn,Gelnhausen,Hessen-Nassau,j,NA,NA,NA,NA,detected,,,513679.9494,5575318.083,detected,,513679.9494,5575318.083,,,999
888,139,14,4,al,Pfaffenwiesbach,Usingen,Hessen-Nassau,j,j,j,j,NA,detected,,,471949.4345,5575319.083,detected,,471949.4345,5575319.083,,,999
899,139,16,3,a,Staden,Friedberg,Hessen,j,j,NA,NA,NA,detected,,,493722.4425,5575415.332,detected,,493722.4425,5575415.332,,,999
852,139,9,23,cd,Friedberg,Friedberg,Hessen,j,j,j,j,NA,not detected,Friedberg,Wetterau,99999,99999,not detected,NANA,482284.74,5575447.08,f,,999
1040,140,14,1,al,Niederzell,Schl<fc>chtern,Hessen-Nassau,j,j,j,NA,NA,not detected,Niederzell,Schl<fc>chtern,99999,99999,not detected,NANA,536202.69,5575587.66,f,,999
727,138,17,5,ao,Neesbach,Limburg,Hessen-Nassau,j,j,j,j,NA,detected,,,439678.5602,5575599.353,detected,,439678.5602,5575599.353,,,999
892,139,15,2,ab,Ockstadt,Friedberg,Hessen,j,j,j,j,NA,detected,,,480121.8738,5575660.171,detected,,480121.8738,5575660.171,,,999
1036,140,9,22,cu,Oberzell,Schl<fc>chtern,Hessen-Nassau,j,j,NA,NA,NA,detected,,,550680.7277,5575876.432,detected,,550680.7277,5575876.432,,,999
711,138,15,3,bl,Dausenau,Unterlahnkreis,Hessen-Nassau,NA,NA,NA,j,NA,detected,,,411861.9019,5575877.914,detected,,411861.9019,5575877.914,,,999
717,138,16,2,bo,Laurenburg,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,,422719.8225,5575964.175,detected,,422719.8225,5575964.175,,,999
864,139,10,21,c,Dorn-Assenheim,Friedberg,Hessen,j,j,j,j,NA,detected,,,488727.8195,5576268.66,detected,,488727.8195,5576268.66,,,999
854,139,9,24,dr,Bauernheim,Friedberg,Hessen,j,j,j,j,NA,detected,,,486144.6712,5576297.025,detected,,486144.6712,5576297.025,,,999
884,139,12,25,cr,Untersotzbach,Gelnhausen,Hessen-Nassau,j,j,j,j,NA,not detected,Untersotzbach,Birstein,99999,99999,not detected,NANA,523020.37,5576323.51,f,,999
839,139,7,21,ac,Hasselbach,Limburg,Hessen-Nassau,j,j,j,j,NA,multiple entires detected,,,999,999,multiple entires detected,,453463,5576454,"unsure, but very save",,handsome corrected
872,139,11,22,cl,Selters,B<fc>dingen,Hessen,j,NA,NA,NA,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,502326.9298,5576468.439,found,,999
1034,140,8,23,do,Vollmerz,Schl<fc>chtern,Hessen-Nassau,j,j,j,j,NA,detected,,,542482.6958,5576593.841,detected,,542482.6958,5576593.841,,,999
844,139,8,24,au,Friedrichsthal,Usingen,Hessen-Nassau,j,j,j,j,NA,not detected,Friedrichsthal,Wehrheim,99999,99999,not detected,NANA,472727.67,5576655.04,f,,999
883,139,12,23,ar,Hitzkirchen,B<fc>dingen,Hessen,j,j,j,NA,NA,detected,,,518031.0457,5576754.364,detected,,518031.0457,5576754.364,,,999
882,139,12,22,a,Kefenrod,B<fc>dingen,Hessen,j,j,j,j,NA,detected,,,515162.6473,5577023.354,detected,,515162.6473,5577023.354,,,999
873,139,11,23,ab,Bergheim,B<fc>dingen,Hessen,j,NA,NA,NA,NA,multiple entires detected,,,999,999,not an unique name,prev. not unique,506268.4131,5577127.666,found,,999
702,138,10,24,b,Balduinstein,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,,426974.7997,5577371.767,detected,,426974.7997,5577371.767,,,999
1033,140,8,22,b,Herolz,Schl<fc>chtern,Hessen-Nassau,NA,NA,j,j,NA,detected,,,539480.5643,5577415.702,detected,,539480.5643,5577415.702,,,999
853,139,9,24,ar,Dorheim,Friedberg,Hessen,j,j,j,NA,NA,multiple entires detected,,,999,999,multiple entires detected,,485031.0997,5577601.001,found,,999
1029,140,7,17,dr,Sarrod,Schl<fc>chtern,Hessen-Nassau,j,j,NA,NA,NA,detected,,,528335.9968,5577844.701,detected,,528335.9968,5577844.701,,,999
871,139,11,20,dl,Bindsachsen,B<fc>dingen,Hessen,j,j,j,j,NA,detected,,,511866.3835,5577859.999,detected,,511866.3835,5577859.999,,,999
851,139,9,18,d,Schwalheim,Friedberg,Hessen,j,NA,NA,NA,NA,detected,,,483104.7766,5578140.522,detected,,483104.7766,5578140.522,,,999
869,139,11,17,dl,Ortenberg,B<fc>dingen,Hessen,j,j,j,j,NA,detected,,,503983.6927,5578148.415,detected,,503983.6927,5578148.415,,,999
710,138,12,16,d,Oberbrechen,Limburg,Hessen-Nassau,j,j,j,NA,NA,detected,,,442761.4144,5578289.6,detected,,442761.4144,5578289.6,,,999
707,138,11,17,c,Holzheim,Unterlahnkreis,Hessen-Nassau,j,j,j,j,NA,detected,,,999,999,not an unique name,prev. not unique,432290.1756,5578435.434,found,,999
